name,city,latitude,longitude,websites
McDonald's,Wichita,37.6915,-97.4439,https://www.mcdonalds.com/us/en-us/location/KS/WICHITA/506-NORTH-TYLER-ROAD/5198.html?cid=RF:YXT:RoN::Clicks
McDonald's,Wichita,37.666,-97.245,"http://mcdonalds.com/,http://www.mcdonalds.com/,https://www.mcdonalds.com/us/en-us/location/KS/WICHITA/1219-S-ROCK-RD/7477.html?cid=RF:YXT:RoN::Clicks,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://www.mcdonalds.com"
Jimmy John's,Salem,44.96819,-122.98338,http://www.jimmyjohns.com
Chipotle Mexican Grill,Salem,45.0111,-122.99663,"https://locations.chipotle.com/or/keizer/6198-ulali-dr-ne?utm_source=extendednetworkandutm_medium=yextandutm_campaign=yext_listings,http://chipotle.com/"
Pizza Hut,Salem,44.98961,-123.02649,https://locations.pizzahut.com/or/keizer/4492-river-rd-n
Ma's Restaurant,Sweet Home,44.40371,-122.69126,http://www.elocal.com/profile/ma-s-restaurant-18098906/#!/tab=about
Hardee's,Olathe,38.8715,-94.835,"http://www.hardees.com,https://www.hardees.com/?utm_source=Yext&utm_medium=Visit%20Website&utm_campaign=Homepage,http://www.hardees.com/"
Amigos-Kings Classic,North Platte,41.12313,-100.76456,http://www.amigoskings.com
Jimmy John's,Wilsonville,45.30249,-122.76345,"https://online.jimmyjohns.com,http://www.jimmyjohns.com"
Joe's Burgers,Portland,45.39512,-122.75152,"http://www.joesburgers.com,https://www.joesburgers.com"
Pizza Hut,Central Point,42.36943,-122.9132,"https://locations.pizzahut.com/or/central-point/507-s-front,http://www.pizzahut.com/"
Mucho Gusto,Medford,42.34189,-122.87047,"http://muchogusto.com/,http://muchogusto.com"
Wetzel's Pretzels,Medford,42.34337,-122.8767,"http://www.wetzels.com/,http://www.wetzels.com"
Chipotle Mexican Grill,Medford,42.34426,-122.8811,https://locations.chipotle.com/or/medford/7-rossanley-dr?utm_source=extendednetworkandutm_medium=yextandutm_campaign=yext_listings
Sonic Drive-In,Nampa,43.5577,-116.5736,https://locations.sonicdrivein.com/id/nampa/1109-12th-avenue-road.html
Taco Bell,Nampa,43.6018,-116.5983,"https://locations.tacobell.com/id/nampa/1415-caldwell-blvd.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=016756&utm_content=website,http://www.tacobell.com/,http://www.tacobell.com"
Pizza Hut,Florence,43.9839,-124.10086,"https://www.pizzahut.com/,https://locations.pizzahut.com/or/florence/1940-highway-101,https://www.pizzahut.com"
Arby's,Kendallville,41.4527,-85.2734,"http://www.arbys.com/,https://locations.arbys.com/us/in/kendallville/450-w-north-st.html"
China House,McMinnville,45.19664,-123.20889,https://www.facebook.com/pages/china-house/111103478924515
Panera Bread,Woodburn,45.144615,-122.858345,"https://locations.panerabread.com/or/woodburn/3000-sprague-lane.html?utm_medium=display-adandutm_source=paid-digitalandutm_campaign=yextandutm_content=local-search,https://locations.panerabread.com/or/woodburn/3000-sprague-lane.html?utm_medium=display-ad&utm_source=paid-digital&utm_campaign=yext&utm_content=local-search"
Sonic Drive-In,Shepherdsville,37.9907,-85.7103,https://locations.sonicdrivein.com/ky/shepherdsville/408-hwy-44-east.html
Everything Ok,Frankfort,40.279,-86.4954,"http://www.chineserestaurant.com,http://chineserestaurant.com/,http://www.chineserestaurant.com/"
Pizza Hut,Goshen,41.5925,-85.8558,https://locations.pizzahut.com/in/goshen/1607-elkhart-rd
Abby's Legendary Pizza,Coos Bay,43.35798,-124.21237,http://www.abbys.com/locations/oregon/coos-bay
McDonald's,Seaside,45.99216,-123.92045,https://www.mcdonalds.com/us/en-us/location/OR/SEASIDE/225-S-ROOSEVELT-DR/12086.html?cid=RF:YXT:RoN::Clicks
Gyros Gyros,Longview,46.13792,-122.93364,http://www.bowersdown.com
Corral Drive In,Long Beach,46.37067,-124.05316,http://www.corraldrivein.com
Gold Star Chili,Harrison,39.2607,-84.7956,http://www.goldstarchili.com/
Pizza Hut,Warrenton,46.16234,-123.89713,"http://www.pizzahut.com/,https://locations.pizzahut.com/or/warrenton/113-s-highway-101"
Subway,Cincinnati,39.1532,-84.658,http://www.subway.com/
Panera Bread,Cincinnati,39.2448,-84.5946,https://locations.panerabread.com/oh/cincinnati/9530-colerain-avenue.html?utm_medium=display-ad&utm_source=paid-digital&utm_campaign=yext&utm_content=local-search
Cadillac Jack's Saloon Grill,Pendleton,45.66594,-118.80258,http://cadillacjackspendleton.com
Zappo's Pizza,Portland,45.4479,-122.59979,http://zappospizza.com
McDonald's,Independence,38.9289,-84.5453,"http://www.mcdonalds.com/,https://www.mcdonalds.com/us/en-us/location/KY/INDEPENDENCE/2088-DECLARATION-DR/25868.html?cid=RF:YXT:RoN::Clicks,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
Pizza Hut,Cincinnati,39.2352,-84.377,"https://www.pizzahut.com/,https://locations.pizzahut.com/oh/blue-ash/9725-kenwood-rd"
Pietro's Pizza Gallery of Games,Hood River,45.70936,-121.51171,"http://www.pietrosrestaurants.com,http://www.pietrosrestaurants.com/"
Big Jim's Drive In,The Dalles,45.59924,-121.14234,http://www.bigjimsdrivein.com/
Richway Gyros,Whiting,41.6827,-87.5086,http://www.richwaygyros.com
Jimmy John's,Merrillville,41.4702,-87.3165,http://www.jimmyjohns.com
Burrtio Amigos,Eugene,44.07985,-123.06836,"http://www.burritoamigos.com,http://www.burritoamigos.com/"
Albee's Ny Gyros,Eugene,44.04777,-123.09867,"http://www.nygyros.com/,http://www.nygyros.com"
Agate Alley Bistro,Eugene,44.03898,-123.07046,"http://www.agatealley.com/,http://www.agatealley.com"
Cornucopia,Eugene,44.05456,-123.08931,"http://www.eugenecatering.com/index.php,https://www.cornucopiaeugene.com/"
Pizza Hut,Danville,39.7618,-86.4959,"http://www.pizzahut.com,https://locations.pizzahut.com/in/danville/3-old-farm-rd"
Subway,Avon,39.7637,-86.3495,http://www.subway.com/
Burger King,Avon,39.7636,-86.3806,https://locations.bk.com/in/avon/8042-east-us-hwy-36.html
Gyro Stop,Indianapolis,39.9109,-86.2562,"http://www.gyrostop.4t.com/,http://www.gyrostop.4t.com"
Taco Bell,Brownsburg,39.8547,-86.394,https://locations.tacobell.com/in/brownsburg/850-n--green-st-.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=028906&utm_content=website
Chick-fil-A,Greenwood,39.6145,-86.1591,"http://www.chick-fil-a.com/greenwood,https://www.chick-fil-a.com/greenwood,http://www.chick-fil-a.com"
Chick-fil-A,Carmel,40.0016,-86.1261,"http://www.chick-fil-a.com/,https://www.chick-fil-a.com/westfield,http://www.chick-fil-a.com/westfield,http://www.chick-fil-a.com"
KFC,Indianapolis,39.6661,-86.0945,"http://kfc.com/,http://www.kfc.com/"
Firehouse Subs,Indianapolis,39.9123,-86.221,"https://www.firehousesubs.com/locations/in/pyramid-place,http://www.firehousesubs.com/,https://www.firehousesubs.com,https://www.firehousesubs.com/"
Grub House,Indianapolis,39.7938,-86.1447,http://grubhouserestaurant.com/
Nicholas Restaurant,Portland,45.5205,-122.66039,"http://www.nicholasrestaurant.com/,http://www.nicholasrestaurant.com"
Bella Union Restaurant and Saloon,Jacksonville,42.31468,-122.96823,"http://www.bellau.com,http://www.bellau.com/"
Casablanca Coffee Grill,Grants Pass,42.42255,-123.34322,http://mycasablancagrill.com
Five Guys Burgers Fries,Bend,44.0552,-121.30282,"http://www.fiveguys.com,http://www.fiveguys.com/"
QDOBA Mexican Eats,Salem,44.88976,-123.03443,https://locations.qdoba.com/us/or/salem/4405-commercial-st-se.html?utm_source=Listings
Three Degrees Waterfront Bar Grill - CLOSED,Portland,45.51129,-122.6742,"http://www.threedegreesportland.com/?cm_mmc=YextLocal-_-cp-_-US-_-THR97,http://www.threedegreesportland.com/"
Mcdonalds,Roseburg,43.22646,-123.34994,http://www.mcdonalds.com
China Buffet,Roseburg,43.22563,-123.34874,http://www.chinabuffet.net
Kfc,Corvallis,44.58517,-123.25623,https://www.kfc.com/store-locator?query=97330
QDOBA Mexican Eats,Corvallis,44.590412,-123.27217,https://locations.qdoba.com/us/or/corvallis/2001-nw-monroe-ave.html?utm_source=Listings
Subway,Albany,44.62428,-123.10846,"http://www.order.subway.com,http://www.subway.com"
Jacopetti's Catering,Albany,44.62484,-123.0914,http://www.jacopettis.com
First Burger,Albany,44.63699,-123.10669,"http://www.sybarisbistro.com,http://www.thefirstburger.com"
Juicy Burger,Albany,44.62343,-123.11442,https://www.facebook.com/Juicy-Burger-Albany-509087969268003
Subway,White City,42.42633,-122.84995,"http://www.subway.com,http://www.subway.com/"
Simple Simon's Pizza,Jennings,36.23181,-96.56786,http://www.simplesimonspizza.com
Simple Simon's Pizza,Jones,35.56631,-97.28199,"http://www.simplesimonspizza.com/,http://www.simplesimonspizza.com"
Carl's Jr.,Oklahoma City,35.46366,-97.38904,https://www.carlsjr.com/?utm_source=Yextandutm_medium=Visit%20Websiteandutm_campaign=Homepage
Taco Bell,Oklahoma City,35.49345,-97.47711,"http://www.tacobell.com/,http://www.tacobell.com"
Taco Bell,Hugo,34.011337,-95.51388,https://locations.tacobell.com/ok/hugo/2011-east-jackson-st.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=033639andutm_content=website
Dairy Queen,Idabel,33.89587,-94.81171,http://www.dairyqueen.com
Taco Bell,Wagoner,35.95909,-95.39573,"http://www.tacobell.com/,http://www.tacobell.com"
Taco Bell,Broken Arrow,36.01783,-95.80201,https://locations.tacobell.com/ok/broken-arrow/3202-s-juniper-ave.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=020864andutm_content=website
Taco Bell,Tulsa,36.06126,-95.9698,https://locations.tacobell.com/ok/tulsa/1535-e-71st-st.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=004681andutm_content=website
Taco Bell,Broken Arrow,36.05707,-95.81591,https://locations.tacobell.com/ok/broken-arrow/700-north-aspen.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=023193andutm_content=website
Flavors Grill,Eufaula,35.28993,-95.5822,https://www.facebook.com/flavorsgrilleufaulaok
Braum's Ice Cream and Dairy Store,Clinton,35.50234,-98.97334,"http://www.braums.com,http://www.braums.com/"
Hardee's,Bettendorf,41.5256,-90.5051,"https://www.hardees.com/?utm_source=Yext&utm_medium=Visit%20Website&utm_campaign=Homepage,http://www.hardees.com/"
Moe's Southwest Grill,Oklahoma City,35.39567,-97.596,"http://www.moes.com/,http://www.moes.com/find-a-moes/oklahoma/oklahoma_city/1412/,http://www.moes.com"
Jack in the Box,Earth City,38.7613,-90.4591,"https://locations.jackinthebox.com/us/mo/earth-city/3404-rider-trl-s,http://www.jackinthebox.com/locations/4073,http://www.jackinthebox.com/"
Burger King,Fenton,38.5246,-90.4727,"http://www.bk.com/,https://locations.bk.com/mo/fenton/1036-bowles-ave.html"
Burger King,Waterloo,38.3537,-90.1511,http://www.bk.com/
AW All-American Food,Sand Springs,36.13758,-96.09688,http://www.awrestaurants.com
Taco Bueno,Sand Springs,36.13943,-96.10291,"http://www.tacobueno.com/,http://www.tacobueno.com"
Carl's Jr.,Weatherford,35.52646,-98.69638,"http://www.carlsjr.com/,https://www.carlsjr.com/?utm_source=Yextandutm_medium=Visit%20Websiteandutm_campaign=Homepage"
Charlie's Fried Chicken,Miami,36.90383,-94.8771,"http://www.charlieschicken.com/,http://www.charlieschicken.com"
Hardee's,Pryor,36.30393,-95.31943,"http://www.hardees.com,http://www.hardees.com/"
Domino's Pizza,Altus,34.63817,-99.32367,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps
McDonald's,Huntley,42.1729,-88.4281,"http://mcdonalds.com/,http://mcdonalds.com,https://www.mcdonalds.com/us/en-us/location/IL/HUNTLEY/10711-RT-47/19354.html?cid=RF:YXT:RoN::Clicks"
Taco Bell,Redford,42.439589,-83.316227,"http://www.tacobell.com/,http://www.tacobell.com"
QDOBA Mexican Eats,Norman,35.21073,-97.472984,"https://locations.qdoba.com/us/ok/norman/100-e-lindsey-st.html,https://locations.qdoba.com/us/ok/norman/100-e-lindsey-st.html?utm_source=Listings"
Taco Bueno,Norman,35.22078,-97.42351,"http://www.tacobueno.com/,http://www.tacobueno.com"
Arnold's Old Fashioned Hamburgers,Tulsa,36.0895,-96.01263,http://arnoldsoldfashionedhamburgers.com
McDonald's,Lawton,34.62322,-98.43322,https://www.mcdonalds.com/us/en-us/location/OK/LAWTON/3144-NW-CACHE-RD/292.html?cid=RF:YXT:RoN::Clicks
Mr Gyros,Coldwater,41.94176,-84.97134,"http://www.mybusinesssites.com/profiles/restaurants/mi/coldwater/206738,http://www.mrgyros.net/,http://www.mrgyros.net"
Burger King,Riverdale,41.6627,-87.6605,https://locations.bk.com/il/calumet-park/12701-south-ashland-ave.html
Taco Mayo,Edmond,35.6691,-97.51338,"http://www.tacomayo.com/,http://www.tacomayo.com"
Long John Silver's,Claremore,36.31624,-95.62571,http://www.ljsilvers.com
Jimmy John's,Owasso,36.29157,-95.83418,"http://www.jimmyjohns.com/,http://www.jimmyjohns.com"
Golden Chick,Ponca City,36.73095,-97.06767,http://locations.goldenchick.com/ok/ponca-city/1272
McDonald's,McAlester,34.92732,-95.74325,https://www.mcdonalds.com/us/en-us/location/OK/MCALESTER/1758-E-CARL-ALBERT-PKY/4540.html?cid=RF:YXT:RoN::Clicks
AW All-American Food,McAlester,34.92732,-95.74328,http://www.awrestaurants.com
Pollo Campero,Oklahoma City,35.49297,-97.53514,http://www.pollocampero.com
Jimmy John's,Edmond,35.60955,-97.46436,http://www.jimmyjohns.com
Wendy's,Bartlesville,36.75058,-95.93848,https://locations.wendys.com/united-states/ok/bartlesville/3425-e-frank-phillips-blvd
Chicken Express,Shawnee,35.37387,-96.91216,http://www.chickeneok.com
Chet's East,Muskogee,35.74163,-95.34051,https://www.facebook.com/pages/Chets-East/108129355895548
Sonic Drive-In - Closed,Macon,32.8781,-83.7643,https://locations.sonicdrivein.com/ga/macon/6700-peake-road.html
Taco Bell,Jasper,35.0397,-85.6855,"https://locations.tacobell.com/tn/kimball/400-kimball-crossing-dr.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=027306andutm_content=website,https://locations.tacobell.com/tn/kimball/400-kimball-crossing-dr.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=027306&utm_content=website,http://www.tacobell.com/,http://tacobell.com/"
Domino's Pizza,Chattanooga,34.9976,-85.2437,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage&utm_source=yext&utm_medium=loclist&utm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage&utm_source=locallistings&utm_medium=loclist&utm_campaign=localmaps"
Waffle House,Albany,31.5755,-84.1495,http://www.wafflehouse.com/
Domino's Pizza,Dalton,34.8221,-84.9438,"https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepage&utm_source=yext&utm_medium=loclist&utm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage&utm_source=locallistings&utm_medium=loclist&utm_campaign=localmaps"
Pizza Hut,Port Charlotte,26.9871,-82.1044,"http://www.pizzahut.com/,https://locations.pizzahut.com/fl/port-charlotte/3068-tamiami-trl"
SUBWAY,Inver Grove Heights,44.817415,-93.045545,"http://www.subway.com,http://www.subway.com/"
Burger King,Saint Paul,44.9921,-93.1054,"https://locations.bk.com/mn/st--paul/1698-rice-st.html,http://www.bk.com/,http://www.bk.com"
Wendy's,Tallahassee,30.4409,-84.3168,https://locations.wendys.com/united-states/fl/tallahassee/1950-west-pensacola
Wendy's,Gainesville,29.6885,-82.4415,"http://wendys.com/,http://www.wendys.com/,https://locations.wendys.com/united-states/fl/gainesville/9225-nw-39th-ave"
Wendy's,Panama City,30.1886,-85.65,http://wendys.com/
Taco Bell,Burnsville,44.7455,-93.2782,"http://www.tacobell.com,https://locations.tacobell.com/mn/burnsville/14231-nicollet-ave.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=003929&utm_content=website"
Taco Bell,Saint Cloud,45.568036,-94.141307,"http://www.tacobell.com/,http://www.tacobell.com,http://tacobell.com/"
Subway,Fort Lauderdale,26.1937,-80.2192,http://www.subway.com/
Taco Bell,Bradenton,27.4331,-82.5759,https://locations.tacobell.com/fl/bradenton/6004-14th-street.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=029587&utm_content=website
Domino's Pizza,Sarasota,27.2965,-82.4526,"https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps,http://dominos.com/,https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepage&utm_source=yext&utm_medium=loclist&utm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage&utm_source=locallistings&utm_medium=loclist&utm_campaign=localmaps"
Vertoris Pizza House,Bradenton,27.4191,-82.5757,"http://www.vertorispizza.com,http://www.vertorispizza.com/"
Chick-fil-A,Sarasota,27.229,-82.4949,https://www.chick-fil-a.com/PelicanPlaza
KFC,Lady Lake,28.9385,-81.9441,"http://www.kfc.com/,https://www.kfc.com/store-locator?query=32159"
Chick-fil-A,Winter Park,28.5916,-81.3646,"http://www.chick-fil-a.com/,https://www.chick-fil-a.com/orlandoave,http://www.chick-fil-a.com/orlandoave"
KFC,Orlando,28.611,-81.4283,"http://kfc.com/,http://www.kfc.com/,https://www.kfc.com/store-locator?query=32810"
Popeyes Louisiana Kitchen,Vicksburg,32.31465,-90.87883,http://www.popeyes.com/
Subway,Vicksburg,32.34949,-90.86301,"http://www.subway.com,http://www.subway.com/"
Sonic Drive-In,Calhoun City,33.85523,-89.29592,https://locations.sonicdrivein.com/ms/calhoun-city/597-east-veterans-boulevard.html
Subway,Strafford,37.27571,-93.11599,"http://www.subway.com,http://www.subway.com/"
KFC,Hialeah,25.867,-80.2997,https://www.kfc.com/store-locator?query=33012
Pizza Hut,Hamilton,34.14097,-87.98401,"https://www.pizzahut.com,https://locations.pizzahut.com/al/hamilton/360-bexar-ave-east"
Long John Silver's,Marion,40.5745,-85.675,http://www.ljsilvers.com
Panda Express,Noblesville,39.9954,-85.9278,"https://pandaexpress.com/,http://www.pandaexpress.com,http://www.pandaexpress.com/"
Yen Ching Restaurant,Indianapolis,39.7735,-86.0176,"http://www.yenchingindy.com,http://www.yenchingindy.com/"
Wendy's,Waterloo,42.46865,-92.32124,"http://www.wendys.com,http://www.wendys.com/"
SUBWAY,Fort Madison,40.627492,-91.333887,"http://www.subway.com,http://www.subway.com/"
SUBWAY,Iowa City,41.660042,-91.533344,http://www.local.subway.com
SUBWAY,Washington,41.2965,-91.6934,"http://www.subway.com,http://www.subway.com/"
Moe's Southwest Grill,Mobile,30.67699,-88.1484,"http://moes.com,http://www.moes.com"
Taco Johns,Coralville,41.669374,-91.568134,"http://www.tacojohns.com,https://locations.tacojohns.com/ia/coralville/204-2nd-street.html,http://www.tacojohns.com/"
Hardee's,Lucedale,30.91031,-88.59773,https://www.hardees.com/?utm_source=Yextandutm_medium=Visit%20Websiteandutm_campaign=Homepage
Church's Chicken,Lucedale,30.9248,-88.59534,"http://www.churchs.com,http://www.churchs.com/"
Taco Bell,Tupelo,34.24831,-88.71628,https://locations.tacobell.com/ms/tupelo/600-s--gloster-st.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=003925andutm_content=website
Burger King,Senatobia,34.62744,-89.96925,https://locations.bk.com/ms/senatobia/5101-highway-51.html
Steak 'n Shake,Wellington,26.6736,-80.2035,"https://www.steaknshake.com/,http://www.steaknshake.com/locations/24387-steak-n-shake-s-state-road-7-royal-palm-beach,http://www.steaknshake.com/"
Taco Bell,Boca Raton,26.3343,-80.2023,https://locations.tacobell.com/fl/boca-raton/22953-sandalfoot-plaza-drive.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=002595&utm_content=website
Checkers,Gulfport,30.37983,-89.09319,"http://www.checkers.com,http://www.checkers.com/"
Which Wich,Flowood,32.33707,-90.06682,"http://www.whichwich.com/,http://www.whichwich.com"
Taco Bell,Yazoo City,32.86499,-90.39369,https://locations.tacobell.com/ms/yazoo-city/1554-jerry-clower-blvd.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=020708andutm_content=website
Steak Escape,Madison,32.51704,-90.11195,"http://www.steakescape.com/,http://www.steakescape.com"
Church's Chicken,Greenwood,33.50662,-90.19247,http://www.churchs.com
McDonald's,Greenwood,33.52835,-90.22188,"https://www.mcdonalds.com/us/en-us/location/MS/GREENWOOD/2220-HWY-82-E/34978.html?cid=RF:YXT:RoN::Clicks,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
Fox's Pizza Den,Clinton,32.34587,-90.32587,http://www.foxspizzaden.com
Pita Pit Brandon,Brandon,32.37169,-90.018,https://locations.pitapitusa.com/ll/US/MS/Brandon/104-Grants-Ferry-Road
Charley's Grilled Subs,Pascagoula,30.37241,-88.53416,"http://www.charleyssteakery.com/,http://www.charleyssteakery.com"
Taco Bell,Pascagoula,30.37824,-88.52726,"https://locations.tacobell.com/ms/pascagoula/3259-denny-avenue.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=034633&utm_content=website,https://locations.tacobell.com/ms/pascagoula/3259-denny-avenue.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=034633andutm_content=website"
Captain D's Seafood Kitchen,Greenville,33.40003,-91.03094,"http://www.captainds.com,http://www.captainds.com/"
Wingstop,Miami,25.832697,-80.20798,"http://www.order.wingstop.com,http://order.wingstop.com/menu/wingstop-389-miami-fl-33150"
Wing King Of Fletcher,Tampa,28.068913,-82.44926,"https://order.wingkingoffletcher.com,http://order.wingkingoffletcher.com,http://wingkingoffletcher.com"
Carvel Ice Cream Bakery,Miami,25.9287,-80.187,"http://www.carvel.com/,https://locations.carvel.com"
Burgerfi,Kissimmee,28.339433,-81.409692,"https://order.burgerfi.com,http://burgerfi.com"
Domino's Pizza,Corinth,34.91913,-88.51157,"http://www.dominos.com,http://www.dominos.com/,https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepage&utm_source=locallistings&utm_medium=loclist&utm_campaign=localmaps"
Moe's Southwest Grill,Lakeland,28.0903,-81.9734,"https://www.moes.com,http://www.moes.com/"
Thai To Go,Fort Lauderdale,26.17036,-80.09979,"https://www.thaitogo.biz/,http://www.thaitogo.biz,http://www.thaitogo.biz/"
Domino's Pizza,Vicksburg,32.3037,-90.89094,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage&utm_source=locallistings&utm_medium=loclist&utm_campaign=localmaps"
D'Angelo Grilled Sandwiches,Memphis,35.10565,-89.85831,http://www.dangelos.com
Hardee's,Olive Branch,34.96289,-89.79575,"http://www.hardees.com,http://www.hardees.com/"
King House Chinese Restaurant,Okeechobee,27.2102,-80.794,"https://www.kinghousefl.com/,https://www.kinghousefl.com,http://kinghousefl.com/"
Kfc,Laurel,31.69782,-89.14641,https://www.kfc.com/store-locator?query=39440
McDonald's,North Fort Myers,26.6795,-81.8984,https://www.mcdonalds.com/us/en-us/location/FL/NORTH-FORT-MYERS/545-PINE-ISLAND-RD/17335.html?cid=RF:YXT:RoN::Clicks
Dis and Dem Burgers and Sliders,Hattiesburg,31.31995,-89.38814,"http://www.disanddem.com,http://www.disanddem.com/"
Asia Cafe,Chapel Hill,35.91314,-79.055,"http://asiacafeunc.com,http://www.asiacafechapelhill.com,http://www.asiacafechapelhill.com/"
Wendy's,Waynesville,35.50035,-82.9881,https://locations.wendys.com/united-states/nc/waynesville/551-russ-ave
Sonic Drive-In,Raleigh,35.78419,-78.72121,https://locations.sonicdrivein.com/nc/raleigh/109-jones-franklin-road.html
Waffle House,Meridian,32.36241,-88.72865,http://www.wafflehouse.com
Jason's Deli,Durham,35.9543,-78.99476,http://www.jasonsdeli.com
Tokyo Japanese Restaurant,Mooresville,35.59981,-80.81342,"http://www.tokyoseafood.com,http://www.tokyoseafood.com/"
Sonic Drive-In,Lenoir,35.91581,-81.53448,https://locations.sonicdrivein.com/nc/lenoir/501-harper-avenue.html
Bojangles' Famous Chicken 'n Biscuits,Raeford,34.98007,-79.23576,"https://locations.bojangles.com/nc/raeford/116-fayetteville-road.html,http://www.bojangles.com/"
Ryan's,Salisbury,35.64644,-80.48495,"http://locations.buffet.com/NC/SALISBURY/2267/,http://www.ryans.com"
Chick-fil-A,Shelby,35.27454,-81.52805,"http://www.chick-fil-a.com/,https://www.chick-fil-a.com/shelby"
Chipotle Mexican Grill,Smithfield,35.50655,-78.32202,https://locations.chipotle.com/nc/smithfield/120-s-equity-dr?utm_source=extendednetworkandutm_medium=yextandutm_campaign=yext_listings
McAlister's Deli,Boone,36.21739,-81.65494,"http://www.mcalistersdeli.com,http://www.mcalistersdeli.com/"
Carrburritos,Carrboro,35.91077,-79.06648,"http://www.carrburritos.com,http://www.carrburritos.com/"
Al's Burger Shack-Southern Village,Chapel Hill,35.88057,-79.06622,https://www.alsburgershack.com
Taco Bell,Boone,36.2049,-81.66778,https://locations.tacobell.com/nc/boone/1093-blowing-rock-rd.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=029011andutm_content=website
Taco Bell,Marion,35.70486,-82.0353,"https://locations.tacobell.com/nc/marion/182-us-70-w.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=027344andutm_content=website,https://locations.tacobell.com/nc/marion/182-us-70-w.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=027344&utm_content=website,http://www.tacobell.com/"
Cook-Out,Denver,35.44416,-80.99305,http://www.cookout.com
Chipotle Mexican Grill,Mooresville,35.59547,-80.87565,https://locations.chipotle.com/nc/mooresville/643-river-hwy?utm_source=extendednetworkandutm_medium=yextandutm_campaign=yext_listings
Kfc,Garner,35.7239,-78.65013,https://www.kfc.com/store-locator?query=27529
Subway,Mount Airy,36.49312,-80.5981,http://www.subway.com
Family Carry Out,Cherryville,35.37905,-81.38905,"http://www.cherryville-nc.restaurants800.com/,http://www.cherryville-nc.restaurants800.com"
Popeyes Louisiana Kitchen,Raleigh,35.79754,-78.57791,"http://www.popeyes.com/,http://www.popeyes.com"
Taco John's,Grand Junction,39.0778,-108.552,http://www.tacojohns.com/
Nagano Japanese Restaurant,Conover,35.69706,-81.25563,http://www.naganorestaurant.com/
Sonic Drive-In,Grandy,36.24229,-75.8792,https://locations.sonicdrivein.com/nc/grandy/6454-caratoke-highway.html
Domino's Pizza,Morganton,35.75319,-81.65464,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps
Moe's Southwest Grill,Wilson,35.74055,-77.96487,"http://www.moes.com/,http://moes.com/,http://www.moes.com"
Big Boys,Kenly,35.56721,-78.16396,http://www.natsn.com/tstops/kenly_nc.htm
McDonald's,Hayesville,35.03476,-83.82005,https://www.mcdonalds.com/us/en-us/location/NC/HAYESVILLE/37-HWY-64-EAST/31974.html?cid=RF:YXT:RoN::Clicks
