"6404","Giorgio Cristallini","m","1139",\N
"6405","Dy Saveth","f","140",\N
"6406","Humphrey Burton","m","2146",\N
"6407","Sathish Kalathil","m","494",\N
"6408","Erich Eriksen","m","20",\N
"6409","Frederick King Keller","m","954",\N
"6410","Kevin Rodney Sullivan","m","57",\N
"6411","Franci Slak","m",\N,"867"
"6412","Andy Goddard","m","2147",\N
"6413","Michael Shamberg","m","2",\N
"6414","Pino Zac","m","2148","7831"
"6415","Ryohei Ara","m",\N,"2872"
"6416","Fernando Delgado","m","150","150"
"6417","Roman Kroitor","m","1195","1250"
"6418","Dan Ireland","m","375","135"
"6419","Jay Marchant","m",\N,"312"
"6420","Jeffrey Hayden","m",\N,"135"
"6421","David Flamholc","m","174",\N
"6422","Lars Kraume","m","889",\N
"6423","Lisandro Duque Naranjo","m","2149",\N
"6424","Matt Bettinelli-Olpin","m","312",\N
"6425","Yann Samuell","m","200",\N
"6426","Louis Bélanger","m","2150",\N
"6427","Gerald Potterton","m","28",\N
"6428","Philippe Lefebvr","m","200",\N
"6429","George Bower","m",\N,"135"
"6430","Jan Gissberg","m","174",\N
"6431","Jean Paul Lal","m","1013",\N
"6432","Parveen Kumar","f","46",\N
"6433","Noël Wells","f","123",\N
"6434","José Díaz Morales","m","702",\N
"6435","Peter Lindmark","m","2151",\N
"6436","Charles Sellier","m","2152","4312"
"6437","Christoph Lauenstein","m","1441",\N
"6438","Renzo Martinelli","m","2153",\N
"6439","Harsukh Jagneshwar Bhatt","m","1368",\N
"6440","Mark Joffe","m","2154",\N
"6441","Bart De Pauw","m","2155",\N
"6442","Nuri Bilge Ceylan","m","105",\N
"6443","Gracie Otto","f","875",\N
"6444","Kabir Kha","m","9","1136"
"6445","Lionel Belmore","m","1092","3732"
"6446","Adolfas Mekas","m",\N,"563"
"6447","Lawrence Turman","m","135",\N
"6448","Shibli Sadik","m",\N,"86"
"6449","Stefan Ruzowitzky","m","67",\N
"6450","Sarath Weerasekara","m","2156",\N
"6451","Kahlil Joseph","m","753",\N
"6452","George Skalenakis","m","2157",\N
"6453","Nicole Kassell","f","90",\N
"6454","Nia Dinata","f","665",\N
"6455","Glauber Rocha","m","109","109"
"6456","Ishmael Bernal","m",\N,"335"
"6457","Raffaele Mertes","m","8",\N
"6458","Julia Ducournau","f","1",\N
"6459","Revathi","f","1013",\N
"6460","Buddy Giovinazzo","m","3",\N
"6461","Tetsuya Nakashima","m","1104",\N
"6462","Zoran Tadić","m","2158","509"
"6463","Paul Rodrigue","m",\N,"2833"
"6464","María Teresa Costantini","f","122",\N
"6465","Michael Damian","m","2159",\N
"6466","Parmeet Sethi","m","753",\N
"6467","Özcan Deniz","m","105",\N
"6468","Jindřich Polák","m","59",\N
"6469","Lav Diaz","m","2160",\N
"6470","Stanisław Różewicz","m","2161","51"
"6471","Jay Russell","m","2162",\N
"6472","Jiří Sequens","m","1506","59"
"6473","Harry Myers","m","482","99"
"6474","Fernando Pére","m","183",\N
"6475","Shashi Kapoor","m","337",\N
"6476","George Bellam","m","385",\N
"6477","Jessica Cameron","f","2163",\N
"6478","Bayard Veiller","m","19","3"
"6479","Avadhoot Gupte","m","74",\N
"6480","Alec Baldwin","m","2164",\N
"6481","Sun","m","2165",\N
"6482","Carl Koc","m",\N,"3519"
"6483","William Peter Blatty","m","3","3770"
"6484","Mario Van Peebles","m","240",\N
"6485","Michelle MacLaren","f","364",\N
"6486","Joseph Kosinski","m","2166",\N
"6487","Vijay Raaz","m","1317",\N
"6488","Joachim Lafosse","m","1360",\N
"6489","Tom Mankiewicz","m","135",\N
"6490","John Paizs","m","436",\N
"6491","David Secter","m","660",\N
"6492","Hans Grim","m","2167","5035"
"6493","Nadia Tass","f","2168",\N
"6494","Thomas Fantl","m","59","37"
"6495","Robert Guédiguian","m","836",\N
"6496","Shekhar Kapur","m","46",\N
"6497","Sashi Kumar","m","538",\N
"6498","Clara Mamet","f","2169",\N
"6499","Michael Ian Black","m","2",\N
"6500","Henri Fescourt","m",\N,"596"
"6501","Jeffrey Bloom","m","3",\N
"6502","Spede Pasanen","m","2170","7832"
"6503","Michael Pattinson","m","226",\N
"6504","Peter Clifton","m","21",\N
"6505","Antonio Giménez-Rico","m","2171",\N
"6506","Daniel Maze","m","1653",\N
"6507","Johannes Pääsuke","m","2172","7833"
"6508","Ksshitij Chaudhary","m","498",\N
"6509","Charles Gibson","m","1418",\N
"6510","Ivan Nag","m","32","135"
"6511","Reginald Purdell","m","728","172"
"6512","Louis Davids","m","800","65"
"6513","Tommy McCue","m","2173",\N
"6514","Agasi Babayan","m","2174",\N
"6515","Pawan Kalyan","m","405",\N
"6516","Xu Wei","m","2175",\N
"6517","S. Craig Zahler","m","411",\N
"6518","Arthur Wellin","m","20",\N
"6519","Aleksei Balabanov","m","532","164"
"6520","Bob Fosse","m","2","153"
"6521","Maurice de Marsan","m","578","1"
"6522","Lev Milchin","m",\N,"75"
"6523","Baburao Painter","m","617",\N
"6524","Vladimir Samsonov","m","1216",\N
"6525","Denis Delestrac","m","200",\N
"6526","Johnny Manahan","m","335",\N
"6527","Frank E. Jackson Jr.","m","2",\N
"6528","Vladimir Vajnshtok","m","164","75"
"6529","Claude Pierson","m","200",\N
"6530","Rikki Beadle-Blair","m","1652",\N
"6531","John Deery","m","1113",\N
"6532","Eiji Okuda","m","2176",\N
"6533","Berkeley Breathed","m","236",\N
"6534","Henry Cornelius","m","1101","28"
"6535","Peter Horton","m","2177",\N
"6536","Rick Rubin","m","344",\N
"6537","Mario Bianchi","m","8",\N
"6538","Hugo Speer","m","26",\N
"6539","Dexter Fletcher","m","2178",\N
"6540","Andrea Segre","m","2179",\N
"6541","Zoya Akhtar","f","74",\N
"6542","Clas Lindberg","m","350",\N
"6543","Hollingsworth Morse","m","135","135"
"6544","Norman Krasna","m","127","135"
"6545","Jean-Marie Larrieu","m","1830",\N
"6546","Lina Esco","f","411",\N
"6547","Zlatko Grgić","m","509","94"
"6548","William P. S. Earle","m","3","135"
"6549","Paul Farmer","m","2180",\N
"6550","Michael Katleman","m","135",\N
"6551","Philippe De Lacy","m","2181","2105"
"6552","Kundrai Vaendan Karikalan","m","36",\N
"6553","Srdan Golubović","m","452",\N
"6554","C. S. Rao","m","1352","36"
"6555","Fred Holmes","m","2","2"
"6556","Demi Moore","f","2182",\N
"6557","Armand Gatti","m","2183",\N
"6558","Maurice de Canonge","m","2070","1"
"6559","Ron Underwood","m","1049",\N
"6560","Andrei Khrzhanovsky","m","75",\N
"6561","Fred Vogel","m","24",\N
"6562","Judd Apatow","m","1106",\N
"6563","Vincenzo Musolino","m","2184","8"
"6564","Jack Bender","m","135",\N
"6565","Naomi Foner Gyllenhaal","f","3",\N
"6566","Garri Bardin","m","2185",\N
"6567","Usama Mukwaya","m","2186",\N
"6568","Mara Brock Akil","f","135",\N
"6569","Dwight Yoakam","m","2187",\N
"6570","Ken Finkleman","m","436",\N
"6571","Corrado D'Errico","m","8","8"
"6572","Kari Skogland","f","583",\N
"6573","Zdravko Velimirović","m","2188","452"
"6574","Thomas Hardie Chalmers","m","125",\N
"6575","Vineeth Kumar","m","1475",\N
"6576","Arun Vaidyanathan","m","2189",\N
"6577","Romana Carén","f","67",\N
"6578","Abdolhossein Sepanta","m","282","1126"
"6579","Shamim Sarif","f","28",\N
"6580","Nosrat Karimi","m","1126",\N
"6581","Kirk Wong","m","10",\N
"6582","Jon Keeyes","m","2190",\N
"6583","Nejib Belkadhi","m","1272",\N
"6584","Reinhard Hauff","m","1354",\N
"6585","Jez Butterworth","m","28",\N
"6586","Noriyuki Abe","m","1060",\N
"6587","Kim Tae-kyu","m","586",\N
"6588","Peter Billingsley","m","3",\N
"6589","Nicholas Stoller","m","28",\N
"6590","Bud Tingwell","m","2191","226"
"6591","Sergio Tovar Velarde","m","2192",\N
"6592","Nikola Korabov","m","2193",\N
"6593","Snoop Dogg","m","344",\N
"6594","Yoshinori Kobayashi","f","1104",\N
"6595","Carlos Manga","m","109","109"
"6596","Toshiya Fujit","m","2194","2823"
"6597","Grigory Chukhray","m","2195","75"
"6598","Trevor Peters","m","2196",\N
"6599","Samina Peerzada","f","46",\N
"6600","Fábio Barreto","m","1107",\N
"6601","Anthony Spinelli","m","108","135"
"6602","Jun Fukuda","m","2197","2039"
"6603","Marcus Nispel","m","319",\N
"6604","Yahoo Serious","m","877",\N
"6605","Piotr Andrejew","m","2198",\N
"6606","Jacques Demy","m",\N,"1"
"6607","Andy Palmer","m","2199",\N
"6608","Pál Gábor","m","32","8"
"6609","Bhabendra Nath Saikia","m","2200","2871"
"6610","Tony Asimakopoulos","m","114",\N
"6611","Roger Kwami Zinga","m",\N,"652"
"6612","Małgorzata Szumowska","f","582",\N
"6613","Cheng Bugao","m","202","10"
"6614","Santiago Carlos Oves","m","122",\N
"6615","Vondie Curtis-Hall","m","95",\N
"6616","Amácio Mazzaropi","m","109","109"
"6617","Nikos Koundouros","m","2201",\N
"6618","O. W. Fischer","m","2202","2947"
"6619","Tomas Villum Jensen","m","2203",\N
"6620","Robert Llewellyn","m","2204",\N
"6621","Michael Stasko","m","2205",\N
"6622","Ernő Metzner","m","1030",\N
"6623","Tim Reid","m","964",\N
"6624","Tiger Prabhakar","m",\N,"145"
"6625","Pete Schuermann","m","380",\N
"6626","Callie Khouri","f","123",\N
"6627","Aatrey","m",\N,"9"
"6628","Joaquim Sapinho","m","2206",\N
"6629","Paolo Conti","m","2207",\N
"6630","Peter Sellers","m","2208","28"
"6631","Johan Kling","m","174",\N
"6632","Mark Dacascos","m","709",\N
"6633","Lauren MacMullan","f","28",\N
"6634","Richard Vernon","m","711","459"
"6635","Brian W. Cook","m","2209",\N
"6636","Glen Pearson","m","1333",\N
"6637","José Leitão de Barros","m","828","828"
"6638","Sergio Olhovich","m","2210",\N
"6639","Edoardo Anton","m","8",\N
"6640","Russell S. Doughten","m","470","470"
"6641","Neil Marshall","m","2211",\N
"6642","Irvin Yeaworth","m","20","2624"
"6643","Joji Matsuoka","m","2212",\N
"6644","Mark Tonderai","m","28",\N
"6645","Yam Laranas","m","2213",\N
"6646","Pierre Billo","m","2214",\N
"6647","Castleton Knight","m","2215","7834"
"6648","Tze Chun","m","2",\N
"6649","Danny Steinmann","m","3","135"
"6650","Darren Doane","m","2216",\N
"6651","Ikuo Sekimoto","f","1060",\N
"6652","Ivan Sen","m","2217",\N
"6653","Aaron Schoenke","m","2218",\N
"6654","Bruno Podalydès","m","669",\N
"6655","Bo Welch","m","2219",\N
"6656","Germain Fried","m",\N,"2024"
"6657","Andrew Wakefield","m","2220",\N
"6658","Kadaru Nagabhushanam","m",\N,"36"
"6659","Shauna MacDonald","f","2221",\N
"6660","Axel von Ambesser","m","87","37"
"6661","PE","m","2222",\N
"6662","Catherine Corsini","f","2223",\N
"6663","Jan Eliasberg","f","3",\N
"6664","Kjell Grede","m","174",\N
"6665","Anthony McCarten","m","1841",\N
"6666","Atsushi Kaneko","m","2224",\N
"6667","Lasse Braun","m","201","8"
"6668","Declan O'Dwye","m","115",\N
"6669","Darren Press","m","127",\N
"6670","Rebecca Zlotowski","f","1",\N
"6671","Gary Shore","m","2225",\N
"6672","Junya Sato","m","48",\N
"6673","Eddie Powell","m","28","401"
"6674","Devan Nair","m",\N,"437"
"6675","Eduardo De Filippo","m","78","8"
"6676","Marie Dressler","f","2226","632"
"6677","Jeff Daniels","m","580",\N
"6678","Mehmoo","m","74","7835"
"6679","Dmitry Troitsky","m","164",\N
"6680","Yuji Nakae","m","1060",\N
"6681","Mel Ferrer","m","2227","632"
"6682","Erricos Andreou","f","580",\N
"6683","John Roberts","m","954",\N
"6684","Michael Landon Jr.","m","236",\N
"6685","Adhemar Gonzaga","m","109","109"
"6686","Sydney Newman","m","94","94"
"6687","Filip Renč","m","59",\N
"6688","Carl Gottlieb","m","3",\N
"6689","Alexandra Snezhko-Blotskaya","f","2228","7836"
"6690","Norbert Kückelmann","m","37",\N
"6691","Olivier Megaton","m","200",\N
"6692","Fred LeRoy Granville","m","2229","28"
"6693","John Greyson","m","1873",\N
"6694","Joe Conti","m","2230",\N
"6695","Pierre Billon","m","967",\N
"6696","Alexandre Rockwell","m","98",\N
"6697","Ron Kell","m","364",\N
"6698","Vic Mignogna","m","2231",\N
"6699","Tanvir Mokammel","m","2114",\N
"6700","Jan de Bont","m","2099",\N
"6701","Marc Forster","m","2232",\N
"6702","Shingo Yamashiro","m",\N,"48"
"6703","Gene Wilder","m","327","301"
"6704","Bob Brown","m","2233",\N
"6705","Chris Rock","m","2234",\N
"6706","Dennis O'Keefe","m","2235","1205"
"6707","Joshua Oppenheimer","m","466",\N
"6708","Kari Väänänen","m","2236",\N
"6709","Masanobu Deme","m",\N,"48"
"6710","Richard Baskin","m","312",\N
"6711","Antonio del Real","m","2237",\N
"6712","Rasul Sadr Ameli","m","1126",\N
"6713","Vimukthi Jayasundara","m","2238",\N
"6714","Francisco José Lombardi","m","2078",\N
"6715","Wilford Leach","m","2239","7837"
"6716","Craig Ross Jr.","m","98",\N
"6717","Adolfo Best Maugard","m","240","580"
"6718","Kōyū Ohara","m","974",\N
"6719","Giovanni Grimaldi","m","1346","1889"
"6720","Nimród Antal","m","135",\N
"6721","Shehzad Afzal","m","2240",\N
"6722","Terry Miles","m","2241",\N
"6723","Vijay Patkar","m","74",\N
"6724","Mitr Chaibancha","m","2242","6781"
"6725","Markku Lehmuskallio","m","1513",\N
"6726","Rocco Papaleo","m","2243",\N
"6727","Mennan Yapo","m","37",\N
"6728","Arthur Pohl","m",\N,"20"
"6729","Uppalapati Narayana Rao","m","1352",\N
"6730","Matthew Chapma","m","650",\N
"6731","Paul Gross","m","1333",\N
"6732","Massimo Ceccherini","m","507",\N
"6733","Greg Tiernan","m","115",\N
"6734","Rouzbeh Rashidi","m","282",\N
"6735","Charles Dance","m","2244",\N
"6736","Steven Baigelman","m","94",\N
"6737","Françoise Prévos","f","1",\N
"6738","Laurent Baffie","m","168",\N
"6739","nl/Adil El Arbi","f","2245",\N
"6740","Stig Larsso","m",\N,"2574"
"6741","Sangeet","f","574",\N
"6742","Francisco Rovira Beleta","m","289","289"
"6743","Nicolas Gessner","m","32",\N
"6744","Balaji Mohan","m","890",\N
"6745","Ram Madhvani","m","74",\N
"6746","Sriram Raghavan","m","36",\N
"6747","Divya Khosla Kumar","f","74",\N
"6748","Dick Powell","m","2246","7838"
"6749","K. Rajagopa","m","668",\N
"6750","Gonzalo Martínez Ortega","m","2247","6865"
"6751","Mipo O","f","2248",\N
"6752","Song Il-gon","m","586",\N
"6753","Sanaa Hamri","f","2249",\N
"6754","Otis B. Thayer","m","2250","135"
"6755","Gary Ross","m","135",\N
"6756","Enrique Cadícamo","m","122","122"
"6757","Hiromasa Yonebayashi","m","2251",\N
"6758","Michael Imperioli","m","147",\N
"6759","Diane Bel","f","2252",\N
"6760","Monty Berman","m","2253","28"
"6761","Patrick Lau","m","2254",\N
"6762","Eldar Guliyev","m","2255",\N
"6763","Alexander Davydov","m",\N,"73"
"6764","Marc Sorkin","m","541","3"
"6765","Jan Halldoff","m","174",\N
"6766","Nawapol Thamrongrattanarit","m","368",\N
"6767","Nadav Lapid","m","869",\N
"6768","Pernilla August","f","174",\N
"6769","Leonard Katzman","m","3","2006"
"6770","Damon Dash","m","3",\N
"6771","Rajat Kapoor","m","1317",\N
"6772","Gil Bellows","m","364",\N
"6773","Serge de Poligny","m","1",\N
"6774","Philippe Le Guay","m","1",\N
"6775","Cristi Puiu","m","1303",\N
"6776","Rasmus Borowski","m","87",\N
"6777","Makarand Deshpande","m","2256",\N
"6778","Frank Agrama","m","2257",\N
"6779","Jacques Godbout","m","114",\N
"6780","Patrick Tatopoulos","m","1",\N
"6781","Sjumandjaja","m","665","665"
"6782","Mary Harron","f","2258",\N
"6783","Hiroyuki Okiura","m","2259",\N
"6784","Viktor Bánky","m","2260","37"
"6785","Maksim Pezhemsky","m","2261",\N
"6786","Chris Sanders","m","1427",\N
"6787","Yakima Canutt","m","2262","496"
"6788","Leonid Lukov","m","2263","164"
"6789","Ruth Mader","f","67",\N
"6790","Ali Samadi Ahadi","m","797",\N
"6791","Asghar Farhadi","m","2264",\N
"6792","Eryk Rocha","m","109",\N
"6793","André Øvredal","m","171",\N
"6794","Bojan Stupica","m","867","452"
"6795","Sanjeev Reddy","m","2265",\N
"6796","Howard Hill","m","2266","155"
"6797","Walter Doniger","m","3",\N
"6798","Ralph Keene","m","11","1169"
"6799","Didier Van Cauwelaert","m","234",\N
"6800","Penn Jillette","m","2267",\N
"6801","Leonardo Favio","m",\N,"122"
"6802","Rachel Ward","f","2268",\N
"6803","Lev Atamanov","m","75","75"
"6804","Ami Canaan Mann","f","28",\N
"6805","K. B. Tilak","m",\N,"9"
"6806","Michel Hazanavicius","m","1",\N
"6807","Lake Bell","f","3",\N
"6808","Dušan Trančík","m","1603",\N
"6809","Leopoldo Trieste","m","2184","8"
"6810","Kommineni Seshagiri Rao","m",\N,"36"
"6811","Massimo Mazzucco","m","149",\N
"6812","Boris Svetlov","m","1495",\N
"6813","Vincenzo Marra","m","78",\N
"6814","Benoît Poelvoorde","m","1787",\N
"6815","Joe Estevez","m","566",\N
"6816","Michael Hurst","m","2269",\N
"6817","Pema Tseden","m","202",\N
"6818","Alain Cuny","m","2270","1"
"6819","Jamal Shah","m","2271",\N
"6820","Mackenzie Crook","m","2272",\N
"6821","Vinod Vijayan","m","1210",\N
"6822","Fabrizio De Angelis","m","8",\N
"6823","Giancarlo Esposito","m","151",\N
"6824","Raj Kapoor","m","1136","753"
"6825","Helvécio Ratton","f","109",\N
"6826","Obrad Gluščević","m",\N,"509"
"6827","Ivo Michiels","m","1653","7839"
"6828","Jeff Chiba Stearns","m","1223",\N
"6829","George Veditz","m","58","1901"
"6830","Ashish R Mohan","m","1451",\N
"6831","Richard Lowenstein","m","226",\N
"6832","Robert Conrad","m","2",\N
"6833","Marina de Van","f","200",\N
"6834","Yoichi Takabayashi","m","1060",\N
"6835","Robert Gaillard","m","2273","1049"
"6836","René Goscinny","m","1","200"
"6837","Jefery Levy","m","3",\N
"6838","Matthijs van Heijningen Jr.","m","65",\N
"6839","David Hoyl","m","1298",\N
"6840","Christian Wagne","m","2274",\N
"6841","Lam Chi-chung","m","202",\N
"6842","Lennart Hjulström","m","2275",\N
"6843","Claude Orval","m","1","1"
"6844","Diarmuid Lawrence","m","1556",\N
"6845","Yuen Cheung-yan","m","133",\N
"6846","David Selman","m",\N,"135"
"6847","Elem Klimov","m","2276","75"
"6848","Dziga Vertov","m",\N,"75"
"6849","Henri Xhonneux","m","2277","1360"
"6850","E. Elias Merhige","m","19",\N
"6851","Satsuo Yamamoto","m",\N,"48"
"6852","Patrick Ledoux","m","1360",\N
"6853","Frank Wol","m","90",\N
"6854","Ron Clements","m","2278",\N
"6855","Kamal G","m","827",\N
"6856","Phil Tucker","m","23","135"
"6857","Shiva Shankar","m","2279","2279"
"6858","Erik Solbakken","m","2280",\N
"6859","Saeed Khan Rangeela","m",\N,"46"
"6860","Robert Bibal","m","1",\N
"6861","Jack Couffer","m","2281",\N
"6862","Rafael Banquells","m","183","240"
"6863","Jang Tae-yoo","m","586",\N
"6864","Andrés Baiz","m","1542",\N
"6865","Nunnally Johnson","m","129","99"
"6866","Stan Laurel","m","2282","1205"
"6867","Hiroyuki Imaishi","m","48",\N
"6868","John Heyer","m","2283","28"
"6869","Ettore Giannini","m","78",\N
"6870","Jack Fisk","m","1134",\N
"6871","Revaz Chkheidze","m",\N,"197"
"6872","Christopher Coppola","m","312",\N
"6873","Kōichi Sait","m","48",\N
"6874","Chintha Ravi","m","567","494"
"6875","Orestes Caviglia","m","122",\N
"6876","Eugen York","m","1142","20"
"6877","Amee","m","531",\N
"6878","Babura","m","1109",\N
"6879","Jeff Broadstreet","m","2284",\N
"6880","Aaron Wilson","m","985",\N
"6881","Derek Lee Nixon","m","123",\N
"6882","Eric Corley","m","125",\N
"6883","Karl Malden","m","2","135"
"6884","Teuvo Tulio","m",\N,"742"
"6885","Linda Bloodworth-Thomason","f","2285",\N
"6886","Valie Export","f","2286",\N
"6887","Nana Jorjadze","f","197",\N
"6888","Mohan Krishna Indraganti","m","2287",\N
"6889","Otho Lovering","m","90","1205"
"6890","Fernand Léger","m","2288","7840"
"6891","Ankush Chaudhari","m","74",\N
"6892","Thomas Y. Drake","m","364","364"
"6893","André-Paul Antoine","m","1",\N
"6894","H. B. Parkinson","m","707",\N
"6895","Shane Acker","m","602",\N
"6896","Pamela Fryman","f","90",\N
"6897","Mikio Igarashi","m","2289",\N
"6898","Stefano Bessoni","m","8",\N
"6899","Robert Guenette","m","2290","135"
"6900","Lisa Siwe","f","2291",\N
"6901","Sameer Thahir","m","1013",\N
"6902","Andrei Severn","m","75",\N
"6903","Amit Prasher","m","2292",\N
"6904","Darrell Wasyk","m","221",\N
"6905","Manoj Punj","m",\N,"74"
"6906","Radha Bharadwaj","f","237",\N
"6907","J. Charles Haydon","m","2293","58"
"6908","Mel Ferber","m","3","135"
"6909","Albert Finney","m","2294",\N
"6910","Ivan Engler","m","1993",\N
"6911","Frédéric Jardin","m","1",\N
"6912","Simon Yam","m","10",\N
"6913","J. Michael Muro","m","127",\N
"6914","Janice Karman","f","135",\N
"6915","Kim Jong-kwan","m","1279",\N
"6916","Alexander Whitelaw","m","2295",\N
"6917","William Weintraub","m","114",\N
"6918","Bayin","m","202",\N
"6919","Sam Miller","m","2296",\N
"6920","Nadine Truong","f","540",\N
"6921","Antonio Capuan","m","78",\N
"6922","Stephen Surjik","m","1518",\N
"6923","Zhang Shichuan","m","2297","275"
"6924","Matt Chow","m","10",\N
"6925","Edward Norton","m","98",\N
"6926","Neeraj Vora","m","2298",\N
"6927","T.J. Scott","m","660",\N
"6928","Raúl Araiz","m","441",\N
"6929","Marcel Blistène","m","1",\N
"6930","Mushegh Sarvarian","m","282","282"
"6931","Norman René","m","385","3"
"6932","Claire Devers","f","1",\N
"6933","Seymour Friedman","m","95","135"
"6934","Georges Lannes","m","1",\N
"6935","Roger Pigaut","m","2299","1"
"6936","Namrata Singh Gujral","f","2300",\N
"6937","Brice Mack","m",\N,"99"
"6938","George Cornwell","m","124","226"
"6939","Frederick Stephani","m","645","135"
"6940","Harmon Jones","m","1518","135"
"6941","Ilmar Raag","m","2301",\N
"6942","Chakri Toleti","m","2302",\N
"6943","E. W. Fiedler","m","20",\N
"6944","Trevor Rhone","m",\N,"508"
"6945","Fernando Lamas","m","122","135"
"6946","Dewey Starkey","m",\N,"312"
"6947","Srinivasa Reddy","m","998",\N
"6948","Navot Papushado","m","846",\N
"6949","Kim Kih-hoon","m","838",\N
"6950","Georg C. Klaren","m","67","7560"
"6951","Chris Messina","m","2303",\N
"6952","George S. Kaufman","m","113","3"
"6953","Preston Blair","m","2304","1590"
"6954","Richard Michaels","m","19",\N
"6955","Vikram Dhillon","m","94",\N
"6956","Martin Kunert","m","51",\N
"6957","Sidney Sheldon","m","2","7707"
"6958","Leah Purcell","f","2305",\N
"6959","Bryan Spicer","m","135",\N
"6960","Eytan Fox","m","3",\N
"6961","Henryk Szaro","m","51",\N
"6962","Jerome Robbins","m","84","84"
"6963","Aleksei Yuryevich German","m","164","164"
"6964","Craig Mazin","m","19",\N
"6965","Eric Stoltz","m","2017",\N
"6966","Max Anderso","m","433",\N
"6967","Roberto Benigni","m","2306",\N
"6968","Nina Companeez","f","676","1"
"6969","Homi Adajania","m","237",\N
"6970","Giedrė Beinoriūtė","f","541",\N
"6971","Folco Quilici","m","762",\N
"6972","Ignas Jonynas","m",\N,"2140"
"6973","Kōji Morimoto","m","2307",\N
"6974","Jack Webb","m","1205","4273"
"6975","Jung Sung-i","m","586",\N
"6976","Gino Talamo","m","2308","8"
"6977","Billy Bitzer","m","1707","99"
"6978","Ida May Park","f","135","135"
"6979","Morgan Freeman","m","576",\N
"6980","Kich","m",\N,"1468"
"6981","Venu Nagavally","m",\N,"82"
"6982","Ben Wong","m","10",\N
"6983","Ravindra Gautam","m","1057",\N
"6984","Brian Dennehy","m","1012",\N
"6985","José Buchs","m","704","150"
"6986","Aleksandar Popovski","m","599",\N
"6987","Paul Soriano","m","135",\N
"6988","Darrell M. Smith","m","153",\N
"6989","Aleksandr Askoldov","m","75",\N
"6990","Ulrich Thein","m","1615","20"
"6991","Laura Neri","f","685",\N
"6992","Jacob Tierney","m","114",\N
"6993","Ruairí Robinson","m","115",\N
"6994","Michael Snow","m","94",\N
"6995","Gitanjali Rao","f","74",\N
"6996","Li Ruijun","m","202",\N
"6997","Koji Hashimot","m","2309",\N
"6998","Mark Palansky","m","94",\N
"6999","Miguel A. Reina","m","2310",\N
"7000","Peter Kassovitz","m","32",\N
"7001","Mohamed Zran","m","2311",\N
"7002","Davy Chou","m","2312",\N
"7003","Vikash Dhorasoo","m","2313",\N
"7004","Alessandro Carloni","m","70",\N
"7005","Jackie Cooper","m","135","1205"
"7006","Alfred Lind","m",\N,"151"
"7007","Valentino Orsini","m","1613","7841"
"7008","Viv Albertine","f","21",\N
"7009","Meg Ryan","f","2314",\N
"7010","Chris Menges","m","2315",\N
"7011","Johan Bergenstråhl","m","1471",\N
"7012","Sara Johnsen","f","447",\N
"7013","Phillip Borsos","m","981","364"
"7014","Shiva Regmi","m",\N,"2279"
"7015","Michael Parks","m","2316","135"
"7016","Danny Strong","m","2317",\N
"7017","Matt Sterling","m",\N,"135"
"7018","Cédric Jimenez","m","836",\N
"7019","Pijush Saha","m","337",\N
"7020","Brett Morgen","m","135",\N
"7021","Bill Young","m","2318","3770"
"7022","Suzuki Matsuo","m","306",\N
"7023","Vasantha Obeysekera","m","2319",\N
"7024","Yoko Ono","f","48",\N
"7025","Mel Damski","m","84",\N
"7026","Bert Salzman","m","3",\N
"7027","Pierre Koralnik","m","1",\N
"7028","Andrew Kasch","m","680",\N
"7029","Troy Duffy","m","732",\N
"7030","David Vincent","m","1161",\N
"7031","Claudio Gora","m","729","8"
"7032","Edgar Mortiz","m","335",\N
"7033","Giuseppe Bertolucci","m","276","7842"
"7034","Kike Maíllo","m","289",\N
"7035","Ajay Yadav","m","2320",\N
"7036","Manny Coto","m","2321",\N
"7037","Ron Judkins","m","400",\N
"7038","Bob Guccione","m","19","5147"
"7039","Patrice Toye","f","1138",\N
"7040","Joe Ruby","m","135",\N
"7041","Göran Gentele","m","174","733"
"7042","Adrian Grenier","m","2079",\N
"7043","Diego Luna","m","240",\N
"7044","Lyubo Yonchev","m","2322",\N
"7045","Jonathan Miller","m","28",\N
"7046","Tonino Ricci","m","8","8"
"7047","Helen Shaver","f","717",\N
"7048","Jehane Noujaim","f","29",\N
"7049","Eric Mendelsohn","m","2323",\N
"7050","Peter Lepeniotis","m","660",\N
"7051","Grant Heslov","m","135",\N
"7052","R. Nataraja Mudaliar","m","1326",\N
"7053","Otto Messmer","m","2324","902"
"7054","Giorgos Lazaridis","m","2325",\N
"7055","Daisy von Scherler Mayer","f","3",\N
"7056","Bradley Cooper","m","90",\N
"7057","Joseph Cedar","m","3",\N
"7058","Carlos Borcosque Jr.","m","559",\N
"7059","Jack Townley","m","23","135"
"7060","Vincent Moon","m","1",\N
"7061","Janicza Bravo","f","3",\N
"7062","Roschdy Zem","m","2326",\N
"7063","Anne-Marie Miéville","f","1517",\N
"7064","Asim Raza","m","574",\N
"7065","Joe Garner","m","707",\N
"7066","Zalman King","m","203","1205"
"7067","Mehul Shah","m","1010",\N
"7068","Mahendra Varsani","m","2298",\N
"7069","Mariano Argento","m","559",\N
"7070","Bernard McEveety","m","287","236"
"7071","Ashkan Rahgozar","m","282",\N
"7072","Marcel Camus","m","2327","1"
"7073","Massimo Pupillo","m","2328",\N
"7074","Omar Regan","m","95",\N
"7075","William Wedig","m","1402",\N
